lowScore,review,number,title,set,color,rarity,instant,removal,face,fixing,imageUrl
4.5,"As a bit of a book devourer myself, I can respect the craft here. This is a big creature that hits hard, and the trigger is beneficial-keep back any extra lands or low-impact cards and get a whole new grip.",93,Book Devourer,drn,red,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Book Devourer.png
4.5,"I'm a big fan of Loxodon Restorer, largely because the life gain makes up for tapping all of your creatures to get it into play. Your shields may be down, but your life is up, and that plus solid stats makes it so I won't forget this elephant.",20,Loxodon Restorer,drn,white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Loxodon Restorer.png
4.5,"I'd be wary of including this in my deck, mainly because it dies to any 2-drop. The Okapi doesn't accomplish a lot, though it is filler if you need it. I do like that it's a sweet, real creature, and I even saw an Okapi at the Denver Zoo last week.",149,Wary Okapi,drn,green,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Wary Okapi.png
4.4,"This can't hold a candle to removal, which is why it gets a low rating, though be aware that it can be a solid sideboard card against decks that are lacking in ways to interact. Buffing your mentor creatures can open the door to some nice plays, and this is a lot of stats if the opponent can't easily snap off a 2-for-1.",3,Candlelight Vigil,drn,white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Candlelight Vigil.png
4.4,"I'm not very high on undergrowth. There will definitely be decks where this is reliably a 4/4 in the midgame, but in most decks it'll just be too small too often. This needs to be a 4/4 or bigger for me to feel like I'm getting away with something, and balancing that with the times where it's a 2/2 makes me not want to prioritize it. Bear in mind that this is somewhat of a build-around, as having tons of cantrip creatures and surveil can change the equation, but as it stands I'm not very impressed with a lot of the undergrowth payoffs.",130,Golgari Raiders,drn,green,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Golgari Raiders.png
4.4,"This, on the other hand, is not the kind of payoff I'm looking for. It's rarely cheaper or faster than a Siege Wurm, and the enter the battlefield ability is basically irrelevant. By the time you have enough creatures in your bin to cast this, you probably don't need a land, and it isn't clear that you'll even have one to target. In a really dedicated undergrowth deck, maybe this is a passable top-end card, but I'm skeptical of how often you'd cast this for 5 mana on turn 5 or 6, which is where I'd want it to be before I felt I was getting an advantage.",190,Molderhulk,drn,black+green,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Molderhulk.png
4.2,"Most decks won't be on the hunt for this, but it does a fine job filling out curves for both of the guilds in its color. Plus, the flavor is great-a witness dies, prompting the Boros Legion to investigate.",15,Hunted Witness,drn,white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Hunted Witness.png
4.2,"The barrier for entry is high when it comes to purely defensive plays, and surveil 1 doesn't make up for how small this is. I also don't like 0-power defenders much against mentor, which is making me rethink my rating on Wall of Mist.",61,Barrier of Bones,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Barrier of Bones.png
4.2,"I've played a few Sealeds, and Lockets have been… fine. They are playable if you have a medium to high curve, and it is nice that you can crack them for two cards later in the game, but I'm still not thrilled to spend 3 mana on them early (which makes them dubious acceleration). I like these quite a bit more than any other 3-mana rocks in the past, so I'm curious to see how people rate them in a month.",240,Selesnya Locket,drn,artifact,common,,,,fixing,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Selesnya Locket.png
4.2,"By itself, Haazda Marshal is horrendous, and even in a normal deck with a bunch of creatures, it might not be good enough. But given enough support from mentor creatures and pump spells, this can be a sick threat. 1/1s for 1 get a lot better with mentor as a mechanic, and this plays exactly into that game plan.",13,Haazda Marshal,drn,white,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Haazda Marshal.png
4.2,"Most surveil decks aren't in the market for Lava Spike, even a free one that comes with 3 life attached. If your deck is both aggressive and surveil-heavy, maybe this creeps in, but for the most part this should be riding the bench. I suspect that this will be one of the most popular bad cards in the set, as people love the idea of getting something for nothing.",66,Creeping Chill,drn,black,uncommon,,,face,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Creeping Chill.png
4.2,"This being restricted to just black cards makes it too situational for my tastes-there will be many games where you can't cast this early, and even in the midgame it might be off. Add to that the problem that your best cards may not even be black, and the problem gets worse.",75,Mausoleum Secrets,drn,black,rare,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Mausoleum Secrets.png
4,"This is going to end a lot of games, but at least you have to work for it. Convoke doesn't look as good as it was in previous incarnations because there are fewer good token makers, but that doesn't mean this 9-drop can't reliably be cast for 6-or-so mana. That's a good enough deal that I'm sold, and there are some control decks that will have a hell of a time trying to stop this.",122,Arboretum Elemental,drn,green,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Arboretum Elemental.png
3.75,"A 3-mana 2/4 is a card most white decks wouldn't mind, and this can often be better than that. Playing this on turn 3 is easy, and in the right draw, this might come out for 0 mana on turn 4 or 5. Plus, 2/4 is a particularly good statline for mentor, which is some nice cross-guild synergy.",18,Ledev Guardian,drn,white,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Ledev Guardian.png
3.75,"I'm pretty down on this one. It's a combat trick that costs 5 mana and doesn't add any stats, making it extremely situational and hard to hold up until the late game. It does wreck sweepers, but that's not enough to get me to put the shields up.",181,Join Shields,drn,green+white,uncommon,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Join Shields.png
3.75,"Adding convoke to Fog doesn't really get me excited, as the effect is still way too situational. If the opponent has a massive Overrun effect, like Bounty of Might, you may want to side this in, but even then I'd be hesitant.",140,Pause for Reflection,drn,green,common,instant,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Pause for Reflection.png
3.5,"Please, just trust me-this isn't worth 1 mana, no matter how many different (minor) things it does. This is exactly the kind of card that looks super appealing, but besides the discard, all of the other effects aren't worth anything (and in the case of milling them for one, can actually be a disadvantage).",89,Vicious Rumors,drn,black,common,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Vicious Rumors.png
3.5,"If you're jamming Boros Locket, you're probably doing it wrong. Boros decks tend to have a low curve and don't care about card draw, so this stands markedly behind the rest of the Lockets.",231,Boros Locket,drn,artifact,common,,,,fixing,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Boros Locket.png
2,"At 5 mana, this looks pricey to me. The red decks don't seem that focused on going wide, and even though trample is nice, you need to have good creatures before it really pays off.",117,Street Riot,drn,red,uncommon,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Street Riot.png
1,"I was going to do those little clappy hand things in between each word, but that's just so unbelievably annoying that I think I'll skip it. Please, just don't play Surgical Extraction effects like this in Limited. It's not worth being down a card, and your opponent's deck will rarely ever rely on one card so much that you can spend 3 mana and a card on this effect.",212,Unmoored Ego,drn,blue+black,rare,,,,,https://raw.githubusercontent.com/jakobmattsson/mtg-cards/master/images/grn/Unmoored Ego.png
